date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:20:14	46402/46402	---M--	200	added ('OK')	image/jpeg	etag:%22406a5b1-b542-55ef7cc980080%22	http://nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/exclusive02.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/exclusive02.jpg	(from http://nayrathemes.com/demo/html/startkit/portfolio-3-column.html)
11:20:14	127343/127343	---M--	200	added ('OK')	text/css	etag:%22406a516-1f16f-55be8eff67500%22	http://nayrathemes.com/demo/html/startkit/assets/css/bootstrap.min.css	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/css/bootstrap.min.css	(from http://nayrathemes.com/demo/html/startkit/assets/css/style.css)
11:20:19	44838/44838	---M--	200	added ('OK')	image/jpeg	etag:%22406a557-af26-55eff2e4ca680%22	http://nayrathemes.com/demo/html/startkit/assets/img/gallery/galleryitem03.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/gallery/galleryitem03.jpg	(from http://nayrathemes.com/demo/html/startkit/gallery.html)
11:20:25	2936/2936	---M--	200	added ('OK')	text/css	etag:%22406a527-b78-549a8faa4f000%22	http://nayrathemes.com/demo/html/startkit/assets/css/owl.carousel.min.css	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/css/owl.carousel.min.css	(from http://nayrathemes.com/demo/html/startkit/assets/css/style.css)
11:20:29	936/936	---M--	200	added ('OK')	text/css	etag:%22406a528-3a8-549a8faa4f000%22	http://nayrathemes.com/demo/html/startkit/assets/css/owl.theme.default.min.css	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/css/owl.theme.default.min.css	(from http://nayrathemes.com/demo/html/startkit/assets/css/style.css)
11:20:39	7525/7525	---M--	200	added ('OK')	image/png	etag:%22406a58b-1d65-55e88267f6680%22	http://nayrathemes.com/demo/html/startkit/assets/img/navbarbg.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/navbarbg.png	(from http://nayrathemes.com/demo/html/startkit/assets/css/style.css)
11:20:59	54510/54510	---M--	200	added ('OK')	image/jpeg	etag:%22406a560-d4ee-55e4279733880%22	http://nayrathemes.com/demo/html/startkit/assets/img/homepage/background/calloutbg.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/homepage/background/calloutbg.jpg	(from http://nayrathemes.com/demo/html/startkit/assets/css/style.css)
11:21:01	4197863/4197863	---M--	200	added ('OK')	image/svg+xml	etag:%22406a534-400de7-55e3955039c00%22	http://nayrathemes.com/demo/html/startkit/assets/fonts/icofont.svg?v=1.0.0-beta	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/fonts/icofont7858.svg	(from http://nayrathemes.com/demo/html/startkit/assets/css/icofont.css)
11:21:04	11771/11771	---M--	200	added ('OK')	image/jpeg	etag:%22406a568-2dfb-55e42cf0ad780%22	http://nayrathemes.com/demo/html/startkit/assets/img/homepage/features/features01.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/homepage/features/features01.jpg	(from http://nayrathemes.com/demo/html/startkit/assets/css/style.css)
11:21:05	13079/13079	---M--	200	added ('OK')	image/jpeg	etag:%22406a569-3317-55e42cf0ad780%22	http://nayrathemes.com/demo/html/startkit/assets/img/homepage/features/features02.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/homepage/features/features02.jpg	(from http://nayrathemes.com/demo/html/startkit/assets/css/style.css)
11:21:07	16899/16899	---M--	200	added ('OK')	image/jpeg	etag:%22406a56b-4203-55e42cf0ad780%22	http://nayrathemes.com/demo/html/startkit/assets/img/homepage/features/features04.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/homepage/features/features04.jpg	(from http://nayrathemes.com/demo/html/startkit/assets/css/style.css)
11:21:07	2268/2268	---M--	200	added ('OK')	image/png	etag:%22406a5d7-8dc-55eedd546cb80%22	http://nayrathemes.com/demo/html/startkit/assets/img/service/serviceicon01.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/service/serviceicon01.png	(from http://nayrathemes.com/demo/html/startkit/service.html)
11:21:10	12190/12190	---M--	200	added ('OK')	image/jpeg	etag:%22406a5bd-2f9e-55ef7caecc180%22	http://nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/portfolio11.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/portfolio11.jpg	(from http://nayrathemes.com/demo/html/startkit/portfolio-3-column.html)
11:21:13	33735/33735	---M--	200	added ('OK')	image/jpeg	etag:%22406a5b0-83c7-55ef7cc3c7300%22	http://nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/exclusive01.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/exclusive01.jpg	(from http://nayrathemes.com/demo/html/startkit/portfolio-3-column.html)
11:21:45	629908/629908	---M--	200	added ('OK')	font/woff	etag:%22406a536-99c94-55e3955039c00%22	http://nayrathemes.com/demo/html/startkit/assets/fonts/icofont.woff?v=1.0.0-beta	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/fonts/icofont7858.woff	(from http://nayrathemes.com/demo/html/startkit/assets/css/icofont.css)
11:22:00	1018784/1018784	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22406a533-f8ba0-55e3955039c00%22	http://nayrathemes.com/demo/html/startkit/assets/fonts/icofont.eot?v=1.0.0-beta	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/fonts/icofont7858.eot	(from http://nayrathemes.com/demo/html/startkit/assets/css/icofont.css)
11:22:36	3725/3725	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2010%20Jul%202019%2005:52:09%20GMT	http://nayrathemes.com/demo/html/startkit/assets/css/owl.video.play.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/css/owl.video.play.ba.delayed	(from http://nayrathemes.com/demo/html/startkit/assets/css/owl.carousel.min.css)
11:22:37	7302/7302	---M--	200	added ('OK')	text/css	etag:%22406a525-1c86-55a49ebc19c80%22	http://nayrathemes.com/demo/html/startkit/assets/css/magnific-popup.css	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/css/magnific-popup.css	(from http://nayrathemes.com/demo/html/startkit/assets/css/style.css)
11:22:37	1525/1525	---M--	200	added ('OK')	image/png	etag:%22406a59b-5f5-5639371ca9f00%22	http://nayrathemes.com/demo/html/startkit/assets/img/owlbtn-hover-5.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/owlbtn-hover-5.png	(from http://nayrathemes.com/demo/html/startkit/assets/css/colors/default5.css)
11:22:42	1018620/1018620	---M--	200	added ('OK')	font/ttf	etag:%22406a535-f8afc-55e3955039c00%22	http://nayrathemes.com/demo/html/startkit/assets/fonts/icofont.ttf?v=1.0.0-beta	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/fonts/icofont7858.ttf	(from http://nayrathemes.com/demo/html/startkit/assets/css/icofont.css)
11:22:42	0/-1	---M--	500	error ('')			http://nayrathemes.com/demo/html/startkit/assets/css/owl.video.play.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/css/owl.video.play.html	(from http://nayrathemes.com/demo/html/startkit/assets/css/owl.carousel.min.css)
11:22:42	0/-1	---M--	500	error ('')			http://nayrathemes.com/demo/html/startkit/assets/css/owl.video.play.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/css/owl.video.play.html	(from http://nayrathemes.com/demo/html/startkit/assets/css/owl.carousel.min.css)
